,full_formula,band_gap,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
4176,In1P1,0.5777,216,4.199959,4.199959,4.199959,60.0,60.0,60.0
4177,Pb1Te1,0.7988000000000001,225,4.636535,4.636535,4.636535,60.0,60.0,60.0
4178,I2Tl2,2.1098,63,7.03417,7.03417,5.279644,90.0,90.0,140.7813
4179,F6Ti2,1.9856,167,5.547913,5.547913,5.547913,61.65276,61.65276,61.65276
4180,Cs16Si16,1.2025000000000001,142,12.3763,12.3763,12.3763,124.71,124.71,82.01889
4181,O24Tb16,3.9039,206,9.301682,9.301682,9.301682,109.4712,109.4712,109.4712
4182,Co6O8,0.327,227,5.975496,5.975496,5.975496,60.0,60.0,60.0
4183,As16Zn8,0.2795,14,7.765525,8.106756,9.35258,77.43491,90.0,90.0
4184,O8V4,0.684,14,4.51392,5.43271,5.4343900000000005,67.85763,90.0,90.0
4185,Ga9K3,0.16670000000000001,119,8.713532,8.713532,8.713532,137.4479,137.4479,61.74955
4186,Cd2Se2,0.6899000000000001,186,4.373957,4.373565,7.133638,90.0,90.0,120.003
4187,As6Na18,0.13340000000000002,185,8.76874,8.768614,8.997871,90.0,90.0,120.0005
4188,Ge1Te1,0.3728,225,4.250446,4.250446,4.250446,60.0,60.0,60.0
4189,I6Sn3,1.704,12,7.798613,7.798613,11.21006,88.20243,88.20243,33.89073
4190,Cd2Se2,0.6934,186,4.375616,4.375616,7.127207,90.0,90.0,119.9943
4191,Cd2S2,1.2628,186,4.190489,4.190148,6.805447,90.0,90.0,120.0027
4192,Mn1O1,0.1744,225,3.195066,3.195066,3.195066,60.0,60.0,60.0
4193,O9Y6,3.955,12,7.27764,7.27764,8.697008,79.87339,79.87339,27.97082
4194,O4Si2,5.7493,122,5.1168379999999996,5.1168379999999996,5.1168379999999996,121.4649,121.4649,87.48089
4195,F4Pd2,1.3319,136,5.083431,5.083431,3.463208,90.0,90.0,90.0
4196,Cd12I24,2.2823,156,4.311981,4.311957,86.81237,89.9988,90.0,120.0002
4197,C5Si5,1.7525,156,3.094158,3.094195,12.65592,90.0,89.99962,120.0004
4198,K2O4,0.1213,15,5.235597,5.235597,7.694733,56.53387,56.53387,47.16799
4199,Fe4S8,2.029,205,5.528334,5.528348,5.528416,90.00284,89.99701,90.00058
4200,O6Si3,5.6929,154,5.000029,4.999499,5.487469,90.00356,90.00172,120.0004
4201,F6Ti2,1.9114,167,5.573316,5.573316,5.573316,62.75154,62.75154,62.75154
4202,Ga4S4,1.7055,194,3.620742,3.620742,16.00722,90.0,90.0,120.0072
4203,F4Tl4,3.1121,57,5.33429,5.623612,6.334456,90.0,90.0,90.0
4204,Cl32Ge12,3.1475,219,12.92405,12.92405,12.92405,60.0,60.0,60.0
4205,F3Sc1,6.5707,221,4.123639,4.123639,4.123639,90.0,90.0,90.0
4206,Hf1S2,1.2359,164,3.651553,3.651553,6.228706,90.00196,89.99804,120.0003
4207,O4Ti2,2.2647,136,4.6728950000000005,4.6728950000000005,3.024463,90.0,90.0,90.0
4208,F6Fe2,2.6984,167,5.448143,5.448143,5.448143,57.60546,57.60546,57.60546
4209,Mg2P8,0.6819000000000001,14,5.11727,5.184601,7.595107,81.36175,90.0,90.0
4210,Mg24P16,1.6126,206,10.44477,10.44477,10.44477,109.4712,109.4712,109.4712
4211,S2Zr1,1.0686,164,3.697168,3.697168,6.592676,90.00328,89.99672,119.9965
4212,Cl1K1,5.0385,225,4.516381,4.516381,4.516381,60.0,60.0,60.0
4213,I6P2,2.2464,173,7.471469,7.471563,8.269207,90.0,90.0,120.0019
4214,Te1Yb1,1.2008,225,4.52031,4.52031,4.52031,60.0,60.0,60.0
4215,Ba1O2,2.2271,139,4.422475,4.422475,4.422475,128.195,128.195,76.30941
4216,Ru4S8,1.2705,205,5.677962,5.677962,5.677962,90.0,90.0,90.0
4217,F24Os4,0.5567,62,5.235417,9.034865,9.996044,90.0,90.0,90.0
4218,Cl1K1,5.0423,225,4.5146370000000005,4.5146370000000005,4.5146370000000005,60.0,60.0,60.0
4219,Bi8S12,1.3769,62,4.022601,11.19138,11.73361,90.0,90.0,90.0
4220,N8Si6,4.2504,176,7.656581,7.656602,2.923351,90.0,90.0,119.9992
4221,Bi8S12,1.3635,62,4.028569,11.18703,11.67346,90.0,90.0,90.0
4222,As16Se16,1.3998,14,14.70376,7.120821,9.997706,73.89379,90.0,90.0
4223,I2Mn1,2.6756,164,4.198957,4.19886,7.351805,90.00616,90.0,120.0008
4224,Mn1S1,0.8196,225,3.736047,3.736047,3.736047,60.0,60.0,60.0
4225,O4Zr2,3.8748,137,3.645439,3.645439,5.304251,90.0,90.0,90.0
4226,Cd11I22,2.3856,156,4.311488,4.311463,79.90276,89.99989,90.0,120.0002
4227,Ba1F2,6.6176,225,4.438082,4.438082,4.438082,60.0,60.0,60.0
4228,Rb4Te2,1.3711,194,6.14814,6.147828,8.126518,90.0,90.0,120.0017
4229,Se2Ti1,0.0717,164,3.631074,3.631074,6.517874,90.00091,89.99909,120.001
4230,Li6N2,1.2217,194,3.562632,3.562632,6.353878,90.0,90.0,120.0035
4231,Cu6I6,1.9885000000000002,156,4.219468,4.219462,21.83471,90.0004,89.9998,120.0055
4232,Pb1Se1,0.3985,225,4.386931,4.386931,4.386931,60.0,60.0,60.0
4233,La8S12,0.9232,62,4.182959,7.677609,16.03718,90.0,90.0,90.0
4234,Cl4Zn2,4.6279,122,6.421698,6.421698,6.421698,128.4969,128.4969,75.8214
4235,Ni2S2,0.20140000000000002,194,3.533239,3.533151,5.63807,90.0,90.0,120.0008
4236,O4Si2,4.9926,136,4.236337,4.236337,2.69248,90.0,90.0,90.0
4237,Cr2F6,2.7088,167,5.375415,5.375415,5.375415,56.48402,56.48402,56.48402
4238,Cl16Ga8,3.8122,52,7.204283,9.772404,9.7711,90.0,90.0,90.0
4239,Ge16Na16,0.6658000000000001,14,6.686508,11.42275,11.887830000000001,64.08824,90.0,90.0
4240,O6Ti4,0.8489,167,5.488305,5.488305,5.488305,57.75039,57.75039,57.75039
4241,Ge16Se32,1.4085,14,17.22847,7.19427,12.62109,89.16054,89.99769,90.00109
4242,Mg24N16,1.5137,206,8.68068,8.68068,8.68068,109.4712,109.4712,109.4712
4243,Cl1Cs1,5.0062,221,4.203025,4.203025,4.203025,90.0,90.0,90.0
4244,O8Si4,5.5442,92,5.01606,5.01606,6.961624,90.0,90.0,90.0
4245,F2Mg1,5.6431000000000004,38,3.742543,3.742543,3.2309900000000003,90.0,90.0,135.3701
4246,Ba1C2,1.6126,139,4.790478,4.790478,4.790478,125.2742,125.2742,81.08443
4247,Be1Te1,2.0177,216,4.007682,4.007682,4.007682,60.0,60.0,60.0
4248,O10Ta4,3.2053,15,6.955081,6.955081,5.614786,77.87177,77.87177,41.63975
4249,O8Te4,2.8184,92,4.976116,4.976116,7.659805,90.0,90.0,90.0
4250,As1Ga1,0.2947,216,4.055393,4.055393,4.055393,60.0,60.0,60.0
4251,Cl1Na1,5.0569,225,4.005589,4.005589,4.005589,60.0,60.0,60.0
4252,As8Pr4,0.055200000000000006,14,6.92925,4.163718,10.23898,84.07419,90.0,90.0
4253,O24W8,0.24910000000000002,14,8.014939,9.760027000000001,7.501187,101.7859,90.0,90.0
4254,Cl30Nb6,2.4289,12,13.581479999999999,13.581479999999999,6.364425,89.38286,89.38286,86.24065
4255,Er16O24,3.9685,206,9.137126,9.137126,9.137126,109.4712,109.4712,109.4712
4256,Br1Cs1,4.2668,221,4.382989,4.382989,4.382989,90.0,90.0,90.0
4257,O6Si3,5.6975999999999996,154,4.99533,4.995312,5.48612,89.99979,89.99969,120.0005
4258,F16Sn6,2.6836,14,5.567928,5.730004,13.47758,67.79341,90.0,90.0
4259,H8Mg4,3.6527000000000003,60,4.482109,4.899991,5.404484,90.0,90.0,90.0
4260,Cl8U2,2.2688,141,7.111866,7.111866,7.111866,107.2639,107.2639,113.9822
4261,Br4Ca2,4.4442,58,4.398706,6.8931819999999995,6.844633,90.0,90.0,90.0
4262,Cl4Pd2,1.6465,58,3.405936,4.235045,11.47702,90.0,90.0,90.0
4263,Ag4F8,1.0272000000000001,61,5.178149,5.572194,6.015777,90.0,90.0,90.0
4264,In1P1,0.5779000000000001,216,4.199934,4.199934,4.199934,60.0,60.0,60.0
4265,Cl1K1,5.0526,225,4.509957,4.509957,4.509957,60.0,60.0,60.0
4266,O20P8,5.5353,161,7.625832,7.625832,7.625832,87.32323,87.32323,87.32323
4267,As8Nd4,0.0316,14,6.9116409999999995,4.147211,10.2057,83.94277,90.0,90.0
4268,Mo2Se4,1.2111,194,3.33303,3.33303,14.10808,90.0,90.0,120.0
4269,Ga4Te4,0.27290000000000003,194,4.122744,4.122744,17.27113,90.0,90.0,120.0074
4270,I32Sn8,1.76,205,13.13077,13.12795,13.12563,89.9841,89.98045,89.98424
4271,O2Pd2,0.1812,131,3.104729,3.104729,5.417598,90.0,90.0,90.0
4272,I2Li2,4.382,186,4.567444,4.567031,7.425479,90.0,90.0,120.003
4273,As16S16,2.3696,14,18.27428,7.7004079999999995,9.873,83.23111,90.0,90.0
4274,Al2H6,2.4589,167,4.672762,4.672762,4.672762,56.0567,56.0567,56.0567
4275,Se2Ti1,0.0511,164,3.627631,3.627838,6.487359,90.0,89.99894,120.0019
4276,Cl1Cs1,5.0047,221,4.203541,4.203541,4.203541,90.0,90.0,90.0
4277,Br4Hg4,2.1695,139,4.897728,4.897728,11.31709,90.0,90.0,90.0
4278,O4Zr2,3.8775,137,3.644222,3.644222,5.308325,90.0,90.0,90.0
4279,Mn1O1,0.1761,225,3.194003,3.194003,3.194003,60.0,60.0,60.0
4280,I4Pb2,2.3519,186,4.661381,4.661414,14.638490000000001,89.99998,90.0,119.9998
4281,Eu1Se1,0.8489,225,4.415025,4.415025,4.415025,60.0,60.0,60.0
4282,Cr4O6,2.3725,167,5.452246,5.452246,5.452246,55.63473,55.63473,55.63473
4283,Ge2O4,1.1824,136,4.480762,4.480762,2.91181,90.0,90.0,90.0
4284,S8Th4,1.1198,62,4.382888,7.443132,8.874778,90.0,90.0,90.0
4285,S4Sn4,0.928,62,4.092301,4.392952,11.74517,90.0,90.0,90.0
4286,I4Pb2,2.3747,166,14.98383,14.98379,14.98379,17.86367,17.86414,17.86414
4287,Ge2Se4,1.4296,122,6.47949,6.47949,6.4787,126.0191,126.0191,79.85194
4288,Rb2Se1,1.8005,225,5.740283,5.740283,5.740283,60.0,60.0,60.0
4289,Ga4S4,1.6565,194,3.621041,3.621041,15.87963,90.0,90.0,120.0017
4290,Sn1Te1,0.14170000000000002,216,5.131792,5.131792,5.131792,60.0,60.0,60.0
4291,Ge3O6,3.1566,154,5.014827,5.014817,5.74394,90.00323,89.99634,120.0081
4292,Rb8Te4,1.3780000000000001,62,6.129579,8.119399,10.67389,90.0,90.0,90.0
4293,Ca1O1,3.6357,225,3.422451,3.422451,3.422451,60.0,60.0,60.0
4294,S1Sr1,1.7854,221,3.66638,3.66638,3.66638,90.0,90.0,90.0
4295,Hf1S2,1.224,164,3.644605,3.644605,6.384459,90.00785,89.99214,120.003
4296,Cl40Re8,0.5145000000000001,14,12.58651,9.673151,13.07865,70.45101,90.0,90.0
4297,Pt1S2,1.2337,164,3.57135,3.57135,5.684521,89.97293,90.02707,119.9761
4298,O10V4,1.4079000000000002,15,6.479454,6.479454,5.382119,77.22989,77.22989,42.81477
4299,Cd2S2,1.2624,186,4.190218,4.189879,6.806584,90.0,90.0,120.0027
4300,Ni1O1,1.7943,225,2.990116,2.990116,2.990116,60.0,60.0,60.0
4301,Fe4Ga12,0.5425,136,6.22955,6.22955,6.486698,90.0,90.0,90.0
4302,Cl4Cr2,2.1906,58,3.539521,6.238251,6.825367,90.0,90.0,90.0
4303,Cl16Sn4,3.1407,14,7.2416789999999995,10.66879,10.79581,76.75091,90.0,90.0
4304,Mn1Se1,0.3985,225,3.916068,3.916068,3.916068,60.0,60.0,60.0
4305,Cd1Se1,0.6406000000000001,216,4.3708,4.3708,4.3708,60.0,60.0,60.0
4306,Li3N1,0.9849,191,3.650921,3.650738,3.8887869999999998,90.0,90.0,120.0017
4307,Ba1Te1,1.5907,225,5.011023,5.011023,5.011023,60.0,60.0,60.0
4308,Er1N1,0.1232,225,3.428125,3.428125,3.428125,60.0,60.0,60.0
4309,Rb2Te1,1.8892,225,6.082947,6.082947,6.082947,60.0,60.0,60.0
4310,O4Zr2,3.8721,137,3.645063,3.645063,5.302419,90.0,90.0,90.0
4311,Ba2N12,3.8153,11,4.463738,5.509583,9.74865,80.71051,90.0,90.0
4312,Mg1O1,4.4703,225,3.007119,3.007119,3.007119,60.0,60.0,60.0
4313,S1Zn1,2.6813000000000002,216,3.797309,3.797309,3.797309,60.0,60.0,60.0
4314,Be1Te1,2.0177,216,4.00769,4.00769,4.00769,60.0,60.0,60.0
4315,I6Ti2,1.8513000000000002,193,7.735951,7.735951,6.94564,90.0,90.0,120.0
4316,Ge2O4,1.1622,136,4.483771,4.483771,2.912443,90.0,90.0,90.0
4317,Ce6F18,4.8785,182,7.227665,7.227973,7.190718,90.0,90.0,119.9986
4318,Fe2Se2,0.5495,129,4.225596,4.225596,5.949868,90.0,90.0,90.0
4319,O1Zn1,2.1276,225,2.977652,2.977652,2.977652,60.0,60.0,60.0
4320,In1P1,0.5769000000000001,216,4.200168,4.200168,4.200168,60.0,60.0,60.0
4321,Ce6F24,2.7537000000000003,15,8.404251,8.404251,8.40744,63.22652,63.22652,80.26457
4322,Se2Ti1,0.028,164,3.623176,3.62315,6.384761,90.00301,90.0,120.0002
4323,S4Tl4,0.6895,140,6.63688,6.63688,6.63688,105.9808,105.9808,116.7032
4324,P32S24,2.8151,62,10.4548,11.3997,14.88759,90.0,90.0,90.0
4325,Bi2O3,1.1169,164,3.891149,3.891149,6.033563,89.99731,90.00269,119.997
4326,Cl4Cr2,2.0558,58,3.549029,6.079095,6.777412,90.0,90.0,90.0
4327,O4S2,2.8414,41,4.450279,4.450279,6.28582,90.0,90.0,93.2144
4328,In4O6,1.1632,167,5.851952,5.851952,5.851952,56.56293,56.56293,56.56293
4329,O8Si4,5.5402000000000005,92,5.037935,5.037935,7.014238,90.0,90.0,90.0
4330,Pb1Te1,0.7988000000000001,225,4.636534,4.636534,4.636534,60.0,60.0,60.0
4331,N8Si6,4.2422,176,7.659763,7.659767,2.925186,90.0,90.0,120.0001
4332,Sn1Te1,0.0747,225,4.562576,4.562576,4.562576,60.0,60.0,60.0
4333,Ba4H8,2.8693,62,4.154586,6.822889,7.859815,90.0,90.0,90.0
4334,Mg3Sb2,0.2136,164,4.59966,4.5990269999999995,7.28191,89.99604,90.0,120.0046
