,full_formula,DebyeTemp,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
5290,Ba2Li2Sb2,231.818,194,4.945656,4.94558,9.195914,90.0,90.0,120.0005
5291,Cu12N4Pd1,312.378,123,7.448906,7.448906,3.96447,90.0,90.0,90.0
5292,Cl6Cs2Zr1,120.358,225,7.626546,7.626546,7.626546,60.0,60.0,60.0
5293,K4O12Sb4,526.166,227,7.511579,7.511579,7.511579,60.0,60.0,60.0
5294,Al8C8Si2,687.966,186,3.326584,3.326548,21.92307,90.0,90.0,120.0004
5295,Ag1Al1S2,334.433,156,3.549545,3.549514,6.930868,90.00259,90.0,120.0003
5296,S4Se4U4,251.19,62,4.238242,7.441959,8.68324,90.0,90.0,90.0
5297,Er1Rh2Si2,412.125,139,5.714465,5.714465,5.714465,138.6631,138.6631,59.88892
5298,Er1Os2Si2,334.406,139,5.598021,5.598021,5.598021,136.0914,136.0914,63.83909
5299,As2C2Nb4,522.294,194,3.348646,3.348724,12.03182,90.0,90.0,120.0008
5300,Ho1Ni1Sb1,300.814,216,4.463893,4.463893,4.463893,60.0,60.0,60.0
5301,Er4O14Ru4,474.893,227,7.218597,7.218597,7.218597,60.0,60.0,60.0
5302,N2S1Th2,303.385,164,4.152316,4.152346,7.122196,89.99762,90.0,119.9998
5303,Cd4Co4Ho16,193.166,216,9.423687,9.423687,9.423687,60.0,60.0,60.0
5304,Au6K2Sn6,134.286,59,4.822944,7.887577,9.564563,90.0,90.0,90.0
5305,Mg2O6Si2,842.1,63,4.792725,4.792725,6.731801,90.0,90.0,147.1067
5306,Mn1Rh1Sb1,244.374,216,4.380224,4.380224,4.380224,60.0,60.0,60.0
5307,Dy2Pd2Sb2,237.969,186,4.5945920000000005,4.5945920000000005,7.408382,90.0,90.0,119.9988
5308,Co4Nb4P4,534.536,62,3.611388,6.1590679999999995,6.965178,90.0,90.0,90.0
5309,B8Ho4Os4,451.715,62,5.303969,5.884616,6.35479,90.0,90.0,90.0
5310,N4Rh8Zr16,344.975,227,8.806138,8.806138,8.806138,60.0,60.0,60.0
5311,Li2Si4Y4,407.64,127,7.1678,7.1678,4.181195,90.0,90.0,90.0
5312,Ge6Ru7Sc4,393.853,229,7.101539,7.101539,7.101539,109.4712,109.4712,109.4712
5313,Nb8O24Zn4,497.175,60,5.056025,5.761282,14.23314,90.0,90.0,90.0
5314,B6Hf2Ni21,435.125,225,7.420287,7.420287,7.420287,60.0,60.0,60.0
5315,Ho4Pt8Si4,245.894,62,5.526063,6.915556,7.275315,90.0,90.0,90.0
5316,Ba1Ru2Sb2,259.835,139,6.777662,6.777662,6.777662,140.9967,140.9967,56.34302
5317,Au2In1Y1,158.174,225,4.933228,4.933228,4.933228,60.0,60.0,60.0
5318,La3Pd3Sn3,235.525,189,7.803646,7.8036200000000004,4.232201,90.0,90.0,120.0001
5319,Au2Sn2Y2,234.478,186,4.733744,4.733744,7.460712,90.0,90.0,119.9982
5320,As3Hf3Ru3,335.638,189,6.5885929999999995,6.5885929999999995,3.8987309999999997,90.0,90.0,120.0091
5321,Ca6H4Pb2,285.565,63,7.247181,7.247181,5.306491,90.0,90.0,104.1212
5322,Al8In6Sr22,196.903,225,12.41978,12.41978,12.41978,60.0,60.0,60.0
5323,N4Ru8Zr16,374.553,227,8.779148,8.779148,8.779148,60.0,60.0,60.0
5324,Mg6Mn1O8,797.529,225,5.995177,5.995177,5.995177,60.0,60.0,60.0
5325,Ca2N2Ni2,468.472,131,3.603397,3.603397,6.913005,90.0,90.0,90.0
5326,Al2Pt2Ti2,320.071,194,4.413543,4.413543,5.681509,90.0,90.0,119.9994
5327,Ba1H3Li1,201.07,221,5.021019,5.021019,5.021019,90.0,90.0,90.0
5328,Mn1Ni4Y1,341.293,216,4.920049,4.920049,4.920049,60.0,60.0,60.0
5329,O8P2Tb2,460.577,141,5.804113,5.804113,5.804113,105.9345,105.9345,116.8029
5330,Ca4O12Ti4,735.34,62,5.434255,5.54467,7.745587,90.0,90.0,90.0
5331,Bi1Ni1Zr1,240.455,216,4.428253,4.428253,4.428253,60.0,60.0,60.0
5332,Ca4Mn4O12,536.202,194,5.388459,5.388394,9.207612,90.0,90.0,120.0004
5333,B2C2Li2,1299.19,194,2.749724,2.749672,7.058945,90.0,90.0,120.0006
5334,Br4Na4O12,279.273,198,6.807189,6.807189,6.807189,90.0,90.0,90.0
5335,Mn4O10Sr4,481.765,55,3.861278,5.618779,11.01318,90.0,90.0,90.0
5336,La3Mg3Pd3,212.187,189,7.812987,7.812987,4.158156,90.0,90.0,120.0033
5337,Er4Ge6Os7,304.978,229,7.22531,7.22531,7.22531,109.4712,109.4712,109.4712
5338,Al3Pd3Tb3,207.678,189,7.154493,7.154493,4.069084,90.0,90.0,120.001
5339,Mg4N6P2,780.896,36,5.659973,5.659973,4.756717,90.0,90.0,119.5491
5340,O6Rb4Tb2,182.884,36,6.738907,6.738907,6.386243,90.0,90.0,113.1552
5341,F6V1Zr1,404.789,225,5.861901,5.861901,5.861901,60.0,60.0,60.0
5342,Au7Cd16Na6,149.297,225,9.806000000000001,9.806000000000001,9.806000000000001,60.0,60.0,60.0
5343,Ga1Nb1Ni2,336.053,225,4.213252,4.213252,4.213252,60.0,60.0,60.0
5344,H1Pd3Tl1,262.459,221,4.110706,4.110706,4.110706,90.0,90.0,90.0
5345,Ba2C8O8,334.812,140,7.759216,7.759216,7.759216,130.8363,130.8363,72.07322
5346,Au2In1Zr1,180.306,225,4.800418,4.800418,4.800418,60.0,60.0,60.0
5347,Ba3O1Sn1,219.754,221,5.52855,5.52855,5.52855,90.0,90.0,90.0
5348,In1Li2Pt1,201.351,216,4.4920729999999995,4.4920729999999995,4.4920729999999995,60.0,60.0,60.0
5349,Ga3La3Mg3,292.819,189,7.632511,7.632511,4.625137,90.0,90.0,119.9998
5350,Cr4Cu2Te8,150.157,227,8.047567,8.047567,8.047567,60.0,60.0,60.0
5351,Mo3Ni3P3,459.649,189,5.86104,5.86104,3.72796,90.0,90.0,119.9997
5352,Cd2In4O8,355.117,227,6.568342,6.568342,6.568342,60.0,60.0,60.0
5353,Ba1Cu2Se2,222.71,139,7.234149,7.234149,7.234149,147.2221,147.2221,47.03511
5354,Dy4Ge4In2,228.326,127,7.39404,7.39404,4.194057,90.0,90.0,90.0
5355,Br1H4N1,286.015,215,4.087067,4.087067,4.087067,90.0,90.0,90.0
5356,Cl6Rb2Zr1,134.09,225,7.409416,7.409416,7.409416,60.0,60.0,60.0
5357,P4S12Th2,185.335,84,7.202033,7.202033,10.05072,90.0,90.0,90.0
5358,Ce2Pd2Sb4,240.468,129,4.410235,4.410235,9.81742,90.0,90.0,90.0
5359,Cr2Ho2O8,430.716,141,5.968277,5.968277,5.968277,105.9981,105.9981,116.666
5360,Al10C6N2,888.772,186,3.307681,3.307681,21.83716,90.0,90.0,119.9999
5361,Al2C2Ti4,724.865,194,3.107972,3.107972,13.83754,90.0,90.0,119.9998
5362,B8Rh8Tb2,436.915,137,5.322326,5.322326,7.459741,90.00614,90.00614,89.99942
5363,Cl16Hg12O4,98.3256,198,9.557390999999999,9.557390999999999,9.557390999999999,90.0,90.0,90.0
5364,Ba6Cr2S10,235.784,185,9.272274,9.272047,6.226629,90.0,90.0,120.0008
5365,Ca4I2N2,326.207,194,3.8190600000000003,3.818991,14.65959,90.0,90.0,120.0006
5366,Ga3Ni3Ti3,453.319,189,7.03147,7.03147,2.989919,90.0,90.0,119.9791
5367,Co8Dy6Ge26,361.165,223,8.744326,8.744326,8.744326,90.0,90.0,90.0
5368,K2Nb2S4,411.123,194,3.482246,3.482258,15.62789,90.0,90.0,119.9999
5369,In14K3Mg20,236.299,221,9.814844,9.814844,9.814844,90.0,90.0,90.0
5370,C2Co1Tb1,470.184,38,3.751079,3.751079,3.574124,90.0,90.0,107.0484
5371,Br4Na4O12,291.412,198,6.805919,6.805919,6.805919,90.0,90.0,90.0
5372,La6Pb26Rh8,186.042,223,10.19659,10.19659,10.19659,90.0,90.0,90.0
5373,C1Ru3V1,565.202,221,3.997062,3.997062,3.997062,90.0,90.0,90.0
5374,Co1Si3Th1,381.75,107,5.628522,5.628522,5.628522,136.081,136.081,63.85514
5375,Cl4Cs4O16,152.59,216,8.069219,8.069219,8.069219,90.0,90.0,90.0
5376,Ge2Ru2Th1,341.868,139,5.906122,5.906122,5.906122,137.0504,137.0504,62.36059
5377,H2Hf2Pd1,221.383,139,6.605615,6.605615,6.605615,152.2032,152.2032,39.71661
5378,Ge3Mn3Pd3,271.149,189,6.674485,6.674407,3.8780200000000002,90.0,90.0,120.0004
5379,Co2O8Rh4,437.454,227,6.109036,6.109036,6.109036,60.0,60.0,60.0
5380,O8Sn2Zn4,417.961,227,6.136907,6.136907,6.136907,60.0,60.0,60.0
5381,Mg3Tl3Y3,264.905,189,7.575444,7.575444,4.669052,90.0,90.0,120.0046
5382,Ba2In4Rh2,191.665,63,6.183388,6.183388,8.202828,90.0,90.0,137.8184
5383,Sb2Y2Zr2,268.919,139,8.85956,8.85956,8.85956,152.0312,152.0312,39.96773
5384,Ca2Hg2Sn2,190.076,186,4.913205,4.913047,7.885813,90.0,90.0,120.0011
5385,F3Mn1Rb1,350.337,221,4.312699,4.312699,4.312699,90.0,90.0,90.0
